state,county,air_connectivity,rail_intensity,infrastructure_quality,dock_presence,county_fips,community_resilience_value,community_risk_factor_value,cold_wave_risk_index_value,drought_risk_index_value,earthquake_risk_index_value,hail_risk_index_value,heat_wave_risk_index_value,hurricane_risk_index_value,ice_storm_risk_index_value,landslide_risk_index_value,lightning_risk_index_value,riverine_flooding_risk_index_value,strong_wind_risk_index_value,tornado_risk_index_value,wildfire_risk_index_value,winter_weather_risk_index_value,wage_trade_transport_utilities,wage_information,wage_prof_business,has_policy_signal,policy_direction_score
Nebraska,Keya Paha County,0.0,0.0,0.6521739130434783,0.0,31103,2.49418592453003,0.757887423038483,12328.2015805652,9543.47220889425,840.207331685944,56100.9663872329,2974.84491577083,,4102.81798511382,7248.65950947153,4679.80255340992,0.0701771078095818,67683.8123767626,49708.5592876363,21288.4720672653,22208.7463600174,591.0,,0.0,,
Nebraska,Kimball County,0.3364722366212129,3.610917912644224,0.8465909090909091,0.0,31105,2.50117993354797,1.41720020771027,383153.224635549,24969.50884344,10857.6974525278,685152.517139748,0.0,,37362.377184693,11590.244459887,20121.6978314372,2866.66182912968,83074.0654896996,381189.144960315,21116.0904078728,44011.4281001771,728.0,0.0,1425.0,,
Nebraska,Knox County,0.3364722366212129,0.0,0.7872340425531915,0.0,31107,2.58976101875305,1.12472569019166,68568.7789870077,113223.792399109,9664.40283037738,1136813.87402854,26360.9480720972,,337604.457146571,25306.5800339389,29016.249830031,204717.264349676,161394.332199713,1377608.53153073,204129.501689855,519580.166979695,736.0,0.0,928.0,,
Nebraska,Lancaster County,1.0986122886681098,4.736198448394496,0.7571860816944024,0.0,31109,2.83107995986938,1.0073151505053,39375.6296689576,434218.399527868,146702.232777023,1052871.58936711,25547.3447285961,,9127759.30966202,20689.723737562,135079.288045875,12284450.8556723,2198919.14072505,35961033.6134083,163626.273752819,2963683.22007377,962.0,1636.0,1306.0,,
Nebraska,Lincoln County,1.2237754316221157,4.969813299576001,0.7918781725888325,0.0,31111,2.60617303848267,1.09957991066869,206515.448995529,112552.821226668,25705.9572082037,3500143.40485729,233719.855257813,,11147.0092538619,19170.358509,171554.838406845,244199.177280295,461063.19992527,2145596.11958708,162199.9640127,1092511.35338483,847.0,1041.0,909.0,,
Nebraska,Logan County,0.0,0.0,1.0,0.0,31113,2.39230108261108,0.936300814151764,5807.69798704295,28062.745209603,605.92041352783,229401.10163828,3530.59410730514,,390.157810443808,2662.9643690329,4711.20997861098,0.0,34845.1271524526,54746.4121048465,22947.8652103331,16738.9201933626,532.0,0.0,0.0,,
Nebraska,Loup County,0.0,0.0,0.675,0.0,31115,2.61193203926086,0.843150317668914,4971.60169230962,2722.84897519442,388.626390464176,131836.262096233,2923.66364759365,,4740.94385265298,1587.91255650793,4412.41514275705,12044.96944835,37148.9653560732,67996.3620925226,4265.14811619228,21305.0081793204,0.0,,,,
Nebraska,Madison County,0.6931471805599453,3.295836866004329,0.640728476821192,0.0,31119,2.63016891479492,1.18854244687611,267986.73425096,436397.608355761,38207.9705208424,674550.90056152,34095.9174657502,,1031500.3535645,26368.798649407,130311.110897352,1118381.47255393,627511.307870563,5907715.26924386,110963.059202103,526484.85508742,891.0,744.0,1072.0,,
Nebraska,McPherson County,0.0,0.0,,0.0,31117,2.66196703910828,0.658307433128357,2245.78479057886,968.20524631213,140.640365715397,28832.5321829685,459.189547897839,,125.696075184894,2643.44940674665,1329.69497132586,0.0,12097.6040404081,19843.7970660093,16271.9584279431,6225.43602094643,0.0,0.0,0.0,,
Nebraska,Merrick County,0.5306282510621704,4.204692619390966,0.7832369942196532,0.0,31121,2.69825100898743,1.05066382878243,3062.62396630071,448253.582009994,9749.90316398795,3398616.64699648,7243.04515536153,,212081.84072704,193.629077055556,42741.8505726784,1011531.84064058,1562312.75454081,1378559.54873682,4407.95666427628,211675.788249498,892.0,1184.0,957.0,,
Nebraska,Morrill County,0.0,4.6443908991413725,0.8626373626373627,0.0,31123,2.54280090332031,1.30725789070129,2145800.08615797,105767.043015029,6041.21793911039,320119.018158107,0.0,,12692.836143044,5881.4179144401,28782.4534014245,51995.510046016,155084.872880878,371263.101261088,62807.9830962145,201913.484580423,1063.0,0.0,994.0,,
Nebraska,Nance County,0.0,3.5553480614894135,0.7432432432432432,0.0,31125,2.69185996055603,1.07388818264008,15966.5049318202,313141.041532642,2554.21471369985,2089377.46215945,19189.2663429573,,98410.3521429408,19343.7567413428,15776.9760320699,278015.54992057,650457.748361978,713213.278979345,4647.85555448589,149670.782461243,680.0,,848.0,,
Nebraska,Nemaha County,0.3364722366212129,2.995732273553991,0.5391061452513967,0.0,31127,2.66202306747437,1.13909217083743,141227.090561866,597585.870622459,6844.91485280253,568755.222144352,25396.9661765408,,83468.4520917357,25578.6127910079,18221.8150992416,147698.164657635,222993.343099296,1159436.61895409,10700.6948789001,85613.2179261228,714.0,0.0,0.0,,
Nebraska,Nuckolls County,0.3364722366212129,2.995732273553991,0.6215686274509804,0.0,31129,2.62618207931519,0.965850486163264,4461.23371693653,531475.817060004,4858.2218771808,1383395.18940462,6624.90657629016,,245629.569149638,172.416504717701,31702.4132868185,170405.93072609,1143075.00068091,793191.197438187,6688.32234971317,143988.958350882,820.0,0.0,762.0,,
Nebraska,Otoe County,0.3364722366212129,4.189654742026425,0.6058495821727019,0.0,31131,2.77544593811035,1.04245495378512,8069.80511615704,280276.169274123,14291.4397391989,1256913.90716666,29867.1956407998,,152049.205615159,27208.0189113108,40689.149603016,176773.255732161,749231.824750274,1946150.74283537,13931.8126093936,142541.836188327,827.0,983.0,1089.0,,
Nebraska,Pawnee County,0.3364722366212129,2.9444389791664403,0.5157068062827225,0.0,31133,2.62033295631409,1.37735152244568,4231.67508886969,152169.388185194,4160.13489002164,487168.562287502,15901.7280600059,,40896.3725053546,30163.9983415759,10133.4431146208,85639.0969640941,299871.627905417,497580.736569311,73952.0272985537,49853.4051918007,743.0,0.0,612.0,,
Nebraska,Perkins County,0.5306282510621704,3.80666248977032,0.9230769230769232,0.0,31135,2.6270740032196,1.02560913562775,43916.1270903531,120498.33439207,2404.98776096824,1757515.12329041,0.0,,1005.60504123777,429.775289829769,15679.6467543527,72882.6095635198,376933.566722928,290253.307907764,735.667140534713,10281.999147388,1044.0,0.0,1236.0,,
Nebraska,Phelps County,0.5306282510621704,3.58351893845611,0.725,0.0,31137,2.67918992042542,0.955446037290897,32060.3458167162,714778.463556422,8249.00235586331,5082852.26513089,67633.4559539429,,145971.064050006,1650.53791600766,47397.7222453105,637944.441207416,1747890.01070838,1406413.98510814,1901.30919100211,244951.423233469,1242.0,374.0,879.0,,
Nebraska,Pierce County,0.0,3.295836866004329,0.6271186440677966,0.0,31139,2.68587899208069,1.04751562281734,52361.8748980776,306334.437858349,6964.27305024677,286236.902754871,31131.6643826327,,250040.202142499,5368.86392108585,30040.3920728635,40389.9325124671,154102.021476484,1193764.00381516,59727.8725061932,193465.666541813,777.0,1060.0,977.0,,
Nebraska,Platte County,0.6931471805599453,4.23410650459726,0.6478060046189377,0.0,31141,2.66297698020935,1.04387784601586,172493.209569769,367674.833722372,36268.1593688132,3403852.41060759,32807.3172434144,,665169.677683069,8832.25664868675,180379.059265284,1062460.55364435,894589.527181534,8235424.77535524,8789.85619693084,667034.920865445,792.0,688.0,1019.0,,
Nebraska,Polk County,0.0,3.367295829986474,0.7287234042553191,0.0,31143,2.68359208106995,1.0712761512323,3040.95840033818,556123.568673631,6366.87578133024,4230376.66288173,6098.16369833972,,93049.7217883543,2028.93682000793,30752.5693856722,680506.947925803,1611955.35479681,1056905.58538356,2471.98499771614,170203.632452493,1007.0,0.0,672.0,,
Nebraska,Red Willow County,0.5306282510621704,3.4657359027997265,0.775,0.0,31145,2.63085889816284,1.07051294835517,145823.015760045,984483.32631013,4094.75793323058,1423106.12020753,35967.8885681225,,116641.837692458,25163.5944875594,56357.9627623553,130090.88651937,524961.672428107,1013294.78742444,7101.29158887921,160940.396626122,810.0,599.0,977.0,,
Nebraska,Richardson County,0.5306282510621704,4.0943445622221,0.6414728682170543,0.0,31147,2.66221809387207,1.01346588301947,159532.820582658,606289.544714715,9076.14229102948,218173.172070064,23776.7936353086,,92734.2023191797,21337.8450925275,25289.4622607128,121580.687486104,296806.441212805,1148171.80114165,14913.3586438519,87722.3241928104,795.0,1708.0,609.0,,
Nebraska,Rock County,0.3364722366212129,0.0,0.6785714285714286,0.0,31149,2.54691100120544,0.955687999725342,13368.9485935543,7699.28524225366,3005.03840021956,229047.212808029,6429.81047250941,,18934.4728809318,12638.4374030332,12038.0535695356,0.0,101825.898165038,131365.72941984,123504.361208107,45270.1557934659,836.0,0.0,0.0,,
Nebraska,Saline County,0.5306282510621704,3.828641396489095,0.7964743589743589,0.0,31151,2.59609889984131,1.1391184525532,10030.3794302991,522241.176449321,12571.4878980968,1660342.84200649,30100.6641879992,,746868.665980447,10974.1476461467,122473.133861332,5669665.29388954,1239818.09289669,2284335.81638885,12886.1905850238,146180.493647484,900.0,0.0,1107.0,,
Nebraska,Sarpy County,0.0,3.737669618283368,0.6458333333333334,0.0,31153,2.77646207809448,0.884857287757935,999963.084756249,243946.445077022,82936.6648980834,622700.837173252,25264.9354711041,,1246774.19325367,110369.272225889,200396.658302461,5123115.00120612,3798103.96680499,22778688.1520832,19800.8607842585,869458.730157134,1030.0,1659.0,1614.0,,
Nebraska,Saunders County,0.5306282510621704,4.2626798770413155,0.5968379446640316,0.0,31155,2.78613710403442,0.850372406598138,3990.04394284919,394091.805391577,11871.8705492696,148659.167590643,24605.4905375502,,103196.992264382,21084.3378631147,37664.379188099,2460350.91570672,845955.939480228,2185121.02637041,10374.7569164929,53500.6311833645,860.0,2047.0,1118.0,,
Nebraska,Scotts Bluff County,1.0986122886681098,4.465908118654584,0.794,0.0,31157,2.5906400680542,1.21516471846309,2073496.73468306,103160.774901983,72076.8441500936,3011099.43156915,0.0,,30713.1860072704,134203.328822701,151699.697671822,398701.833265135,316940.041446302,2086022.67746706,23282.8818923258,114053.34612492,854.0,998.0,1032.0,,
Nebraska,Seward County,0.5306282510621704,3.784189633918261,0.7930327868852459,0.0,31159,2.7904999256134,0.946802469508266,11388.0663922296,540343.511602881,11744.843862455,2910510.22800189,26401.2867542559,,637721.626847809,9130.74451568574,125001.261501267,98100.4982675283,970914.219954304,2388813.61565904,19048.5115170873,159766.969004221,933.0,710.0,1100.0,,
Nebraska,Sheridan County,0.5877866649021191,3.80666248977032,0.9285714285714286,0.0,31161,2.48298001289368,1.29351827276577,1235978.16619441,48023.4909205063,13497.1576569898,278284.502521475,0.0154067069748027,,6064.16046054895,27489.0187983505,46673.9274359539,115670.172435949,111939.384096188,307886.729667414,497472.768962452,15606.759448059,649.0,1018.0,766.0,,
Nebraska,Sherman County,0.3364722366212129,2.70805020110221,0.7711864406779662,0.0,31163,2.58050489425659,1.0958057641983,1737.01424660932,303970.356014934,2290.86122871157,1509269.53414016,3321.99930144815,,43588.0608931845,23975.0967784183,17321.6461646081,316547.275180298,593347.826107146,372688.107179429,11747.8343895285,148670.018552877,666.0,0.0,1086.0,,
Nebraska,Sioux County,0.0,3.1780538303479458,0.7777777777777778,0.0,31165,2.45920205116272,1.06416463851929,800908.191568859,17024.3708906127,2619.3339819,25476.1604327878,0.0,,811.74597925007,8009.55026683451,3502.59058556155,0.0,9603.39811736743,100719.129788105,154778.09016276,35087.6211413342,1056.0,,0.0,,
Nebraska,Stanton County,0.0,0.0,0.695067264573991,0.0,31167,2.62914109230042,0.935873026123202,37565.5920896453,174388.025494139,2939.65325408691,97544.4737627935,25144.5274662721,,138889.234383172,20970.8739928163,23447.9615733245,558816.62893737,374379.688151543,816537.039317366,40002.1839701703,44447.6830190947,817.0,0.0,0.0,,
Nebraska,Thayer County,0.3364722366212129,3.258096538021482,0.75,0.0,31169,2.59275102615356,1.01032265516427,10211.6427731914,512425.689084048,5994.70377439822,3594907.15932978,8530.05954581177,,72227.8596413031,1355.03033617464,40778.4113820972,1170266.55196273,1727571.16877863,1159473.47528956,2332.67254435859,188290.988036027,1139.0,0.0,0.0,,
Nebraska,Thomas County,0.3364722366212129,3.5263605246161616,0.7894736842105263,0.0,31171,2.60794806480408,0.689912557601929,4223.84185419214,1569.29142479699,557.808629529671,64354.5578474981,2167.54314646138,,1296.42860138747,6065.12138397535,3246.37810769749,996.81793674399,17766.1331212825,38617.8747264019,24156.1222698266,12106.8085593477,814.0,,299.0,,
Nebraska,Thurston County,0.5306282510621704,2.995732273553991,0.6414473684210527,0.0,31173,2.50703501701355,1.63121972004411,67173.9270653693,357651.036769514,3814.26835557889,1692097.17706659,90886.6533961424,,121660.553194859,35744.2533476826,14967.8848072621,418328.462820571,379580.591799149,1450812.15017421,55818.872858511,78252.8813428242,1188.0,0.0,1427.0,,
Nebraska,Unknown Or Undefined,,,,,,,,,,,,,,,,,,,,,,2346.0,1805.0,1736.0,,
Nebraska,Valley County,0.3364722366212129,2.6390573296152584,0.9043478260869564,0.0,31175,2.61017107963562,0.953953336316019,22634.5469653518,237466.757460391,3038.80932493688,1398785.12147189,19825.5424794442,,37072.1697940153,22683.9533772892,19068.5219069636,163979.262289337,571912.644248948,482783.340409373,16187.7877338446,236704.481445484,797.0,702.0,842.0,,
Nebraska,Washington County,0.6931471805599453,3.218875824868201,0.8691275167785235,0.0,31177,2.79030704498291,0.910124435299118,89388.1571689017,192076.249858443,10417.2724055781,1676622.95430725,25233.0525636428,,218835.584696381,19274.8688223556,31606.9535013265,501347.179107214,1076558.74153505,2911566.95668572,131799.795017957,125916.469349905,1094.0,1242.0,1283.0,,
Nebraska,Wayne County,0.3364722366212129,0.0,0.7270916334661355,0.0,31179,2.78310608863831,0.844647639061585,59897.4205902337,205953.020489424,6243.04085661962,1115021.57693017,26325.1143087402,,247394.379299068,15527.2185981315,28669.9855809412,54853.4074356151,171840.285450784,1248687.85702595,17327.2194158536,70098.4948521895,703.0,661.0,777.0,,
Nebraska,Webster County,0.3364722366212129,3.5263605246161616,0.7722513089005235,0.0,31181,2.63777494430542,1.04733983799673,7014.82264281021,280644.505874371,3665.91406033173,4620176.5136209,3919.12689846371,,199660.442617363,999.333658286794,27305.7922367325,649164.318541954,1670898.54691718,638386.477906835,5880.21551260583,127657.533705834,779.0,1306.0,592.0,,
Nebraska,Wheeler County,0.0,0.0,0.8846153846153846,0.0,31183,2.48439598083496,0.776189625263214,6480.59970813777,3331.14452466362,661.334174425783,87903.6123868063,2481.40060252802,,14228.882891059,1301.39147061136,2871.37773450229,83801.9314080474,57807.4571647595,125841.290033013,8065.90146170803,19378.2179422773,493.0,,0.0,,
Nebraska,York County,0.5306282510621704,3.5553480614894135,0.7731707317073171,0.0,31185,2.71831107139587,0.975296670943304,6242.64759753149,851103.294912641,14985.0250502758,4547670.88522135,21635.7846436479,,256271.996756682,278.0837704451,97024.6616437664,555350.28869934,1544918.9852666,3108553.88654643,3489.30692327735,514532.865920619,904.0,743.0,1152.0,,
Nevada,Carson City,0.6931471805599453,0.0,0.935483870967742,0.0,,,,,,,,,,,,,,,,,,1087.0,1446.0,1435.0,,
Nevada,Carson City City,,,,,32510,2.4928150177002,1.3570079474241,0.0,9965.65854977287,45552556.1085678,25438.9139872477,22350.1793150947,,,26702.8720569775,260879.855759842,232668.533003564,18369.0785775324,4505.39250868002,1244305.80894734,59122.3608017287,,,,,
Nevada,Churchill County,0.5306282510621704,4.23410650459726,0.7571428571428571,0.0,32001,2.52832794189453,1.26671963994129,0.0897839421895176,8729379.45728317,4953576.50401845,6234.96641221882,23504.3381064799,,21660.8581293825,18810.4207072361,51352.2619344589,149197.646604137,59844.0601617524,2267.46764750641,135432.15063861,33521.3784739171,1168.0,897.0,1431.0,,
Nevada,Clark County,2.549445170925571,5.081404364984463,0.8290972830850132,0.0,32003,2.42531609535217,1.33440204002125,0.141890629308756,8311.12649965654,222731596.032182,1145210.09332193,181832754.701306,,,231902.596880275,753577.826601294,9950744.55145563,323459.066906312,60195.2990456496,22580222.3353951,11097.4436676574,1040.0,2046.0,1490.0,,
Nevada,Douglas County,0.6931471805599453,0.0,0.7976190476190477,0.0,32005,2.52646088600159,1.03237463011919,0.0,1391695.47717393,25867963.3182042,20406.7442934985,52742.0265373765,,,156012.011777853,44181.1040228818,783493.456986137,39980.2143390541,3801.54135675105,4402425.3604281,66963.8616246051,960.0,2524.0,2250.0,,
Nevada,Elko County,1.33500106673234,5.755742213586912,0.7096774193548387,0.0,32007,2.41758894920349,1.22507195886669,9.64545809413329,737206.984504204,3762642.90870949,16505.4072981867,60818.7232904029,,,147745.470715158,134458.089997027,918714.70852716,70898.5432398828,2476.03525252421,58596154.1853667,209717.024046091,1232.0,1234.0,1975.0,,
Nevada,Esmeralda County,0.0,0.0,0.875,0.0,32009,1.99996602535248,1.8021297454834,17304.3477047008,3281604.06806211,520817.994644639,82.9876574018215,11559.2672419047,,,14463.7086489567,5163.76493560485,0.0,1326.46159515991,93.7151214497638,8136.38012863637,4686.74474581409,0.0,,1083.0,,
Nevada,Eureka County,0.3364722366212129,4.23410650459726,0.64,0.0,32011,2.36952304840088,1.15944612026215,20271.0758767493,3140310.71491565,395482.101233922,1058.84774183132,3721.97579673245,,,25391.8700337544,8940.02035965358,248434.719832262,4360.03004723777,276.732439053374,2474334.94119225,7683.97521652225,1533.0,0.0,642.0,,
Nevada,Humboldt County,0.3364722366212129,5.176149732573829,0.6481481481481481,0.0,32013,2.39705991744995,1.31511935088262,0.0098255628380426,12445357.7646977,1367744.66692885,250.177300927539,28623.9291882606,,,27653.3006447661,27766.7811220199,65069.9429736238,10234.2212212182,5503.77299907223,10137628.3629564,3256.52818843524,1077.0,728.0,1189.0,,
Nevada,Lander County,0.5877866649021191,3.970291913552122,0.6666666666666666,0.0,32015,2.30302691459656,1.50004780517497,21441.5135565923,5285334.01892179,544811.632360697,1981.12416121387,12319.4043014633,,,10449.4348219974,21266.2938365552,166127.649392807,12888.11543045,1989.23893264167,2576358.60076874,83975.2631933494,811.0,0.0,1012.0,,
Nevada,Lincoln County,0.5877866649021191,4.663439094112067,0.875,0.0,32017,2.32325601577759,1.4813091289298,21345.1546358597,1661282.71465097,672161.409744565,390.21419910344,28280.9726521943,,,30979.0019975653,38406.3212012967,3177300.0622381,11810.6566937886,184.471110841323,1180542.67907183,36746.779313917,490.0,0.0,1202.0,,
Nevada,Lyon County,0.8754687373538999,4.007333185232471,0.7452830188679245,0.0,32019,2.48564195632935,1.2969881875507,0.0,11069413.474357,16894120.2982668,25435.3427452337,38607.8871718803,,46926.2574006942,67905.7850778757,208896.481533993,2158402.58807187,41958.778040481,4652.44307980672,3940619.50731183,229392.759871473,909.0,1688.0,1143.0,,
Nevada,Mineral County,0.3364722366212129,3.7612001156935624,0.7142857142857143,0.0,32021,2.40689396858215,1.42666587471757,0.0010258179459574,710334.157468291,1951606.77497241,734.22300008971,11257.3241144612,,,739716.72962857,15049.8811705719,260563.29748713,7141.31593686501,1269.90241945123,38697.9947693096,6007.71328180528,818.0,0.0,2205.0,,
Nevada,Nye County,0.7884573603642703,0.0,0.7857142857142857,0.0,32023,2.22083711624146,1.44229431202596,1955.56101766386,3898.98484341931,4667350.58813923,7954.88547630451,8585471.7826549,,,29230.5331328169,182931.617622353,5056584.65876152,45582.9473621834,1083.64255412582,314837.644388378,5793.40122841635,881.0,928.0,2050.0,,
Nevada,Pershing County,0.3364722366212129,4.672828834461906,0.7115384615384616,0.0,32027,2.25209093093872,1.68852543830871,0.0044515906253926,6323641.65518276,388604.519104913,597.385621935014,8371.75694648067,,7499.87880784121,31782.9756385117,19986.2455281727,11007.0463590325,22605.1628471435,866.571292563457,513000.813537477,8874.92769704453,917.0,0.0,1762.0,,
Nevada,Storey County,0.0,2.70805020110221,0.45,0.0,32029,2.43571209907532,1.09189832210541,0.0,5841.71888045527,3872120.40411034,1478.4123477311,1255.36349916518,,,597814.33135268,20118.6897350871,494228.991966462,12227.5415816647,4544.30632309649,3045420.85659675,13694.405777144,1129.0,2849.0,2025.0,,
Nevada,Unknown Or Undefined,,,,,,,,,,,,,,,,,,,,,,0.0,3989.0,1705.0,,
Nevada,Washoe County,0.6931471805599453,4.9344739331306915,0.7455089820359282,0.0,32031,2.60060000419617,1.25717197517694,0.0001060785986942,1517619.09755507,211028832.460952,20558.6044936359,153832.287161907,,126847.171242092,131344.440213931,615413.050335623,82981195.6459397,78196.8039957945,154427.319407563,9461051.87671449,49910.4084773055,1093.0,2089.0,1662.0,,
Nevada,White Pine County,0.3364722366212129,3.49650756146648,0.6,0.0,32033,2.35876488685608,1.1252149636767,131099.848128023,943191.464647636,586248.179650622,1794.07143281007,6786.61519498354,,,26747.8914052697,65216.5377892341,78906.5902418027,7417.74513383791,164.241690364513,474468.239333725,65707.2960603541,865.0,1108.0,1046.0,,
New Hampshire,Belknap County,0.6931471805599453,3.332204510175204,0.7678571428571429,0.0,33001,2.721440076828,0.953510529200757,88839.902582717,13656.8737023419,304811.957530922,23147.2749323375,10335.8578664768,3225934.82717255,460913.565043842,122409.243835446,433707.673760601,114859.507238788,344209.368821088,585078.086988912,34367.6745991182,38773.3981175583,908.0,1219.0,1410.0,,
New Hampshire,Carroll County,0.0,3.9889840465642745,0.7538860103626943,0.0,33003,2.66226601600647,1.01104975775655,116573.369727854,0.0,302736.451921275,17473.452536694,5.08378587620583,5627631.85341768,517718.402771428,121554.657985735,170549.202867388,940380.761145789,200073.190631904,200942.815076049,45399.6671216029,47644.6211703336,823.0,1293.0,1422.0,,
New Hampshire,Cheshire County,0.6931471805599453,1.0986122886681098,0.6510416666666666,0.0,33005,2.68033909797668,1.05489257226928,133790.173494144,0.0,206750.052505186,31738.3562701286,26702.155372877,2902689.60313109,739518.268039791,125717.457469916,674784.138580656,2220489.14679881,302212.694381586,1168706.90508758,41554.0778518175,17531.3479346076,907.0,1411.0,1618.0,,
New Hampshire,Coos County,0.7419373447293773,4.634728988229636,0.7154255319148937,0.0,33007,2.60188508033752,1.16485342469797,1161098.08123727,0.0,120234.782037735,7913.20684514819,0.0,1252912.47759611,119077.589703269,30566.048257047,183662.628299206,1562879.45798682,68417.3904091937,67487.2309678849,17292.5712213384,16116.1686681822,878.0,1331.0,1051.0,,
New Hampshire,Grafton County,1.2809338454620642,3.332204510175204,0.6985294117647058,0.0,33009,2.66108798980713,1.0318081281359,319271.052126524,0.0,399453.374890685,28978.7782823928,0.0,3330025.49290883,452572.645042693,193237.189236072,276357.380980988,4628671.53293335,606214.772336166,337279.880907898,47928.5080590104,63602.3364521815,861.0,2791.0,2329.0,,
New Hampshire,Hillsborough County,0.6931471805599453,3.828641396489095,0.712987012987013,0.0,33011,2.70281410217285,0.957805116857666,349344.786075887,340710.890185701,2871735.38737671,131108.418669955,413554.682729758,20699098.2579572,3222398.04108212,147223.111076148,801779.635261662,1704675.74689387,1119012.30463028,5560537.06092015,457402.060004401,86749.3894073273,1187.0,2444.0,1883.0,,
New Hampshire,Merrimack County,0.5306282510621704,3.6375861597263857,0.6855828220858896,0.0,33013,2.73599696159363,0.982547826701154,165059.559577494,478673.557683912,901493.311697012,58262.0955792996,50961.5460025925,7995207.73941373,650033.137685157,120002.680072334,255350.361834381,1484217.54234764,833733.882862722,1655328.71407672,54995.4293004787,84583.0043905078,1139.0,1537.0,1710.0,,
New Hampshire,Rockingham County,1.0986122886681098,3.58351893845611,0.8003246753246753,0.0,33015,2.75062799453735,0.86905160493268,194986.212870418,342419.232924556,2051706.49020101,98959.886390214,206965.670649134,13595766.4654528,219753.198131068,101920.667467955,834986.921735673,1570032.30315613,1226836.73412314,3339612.10709957,98615.8433810553,142161.196962009,1152.0,2321.0,1997.0,,
New Hampshire,Strafford County,0.5306282510621704,3.58351893845611,0.7720588235294118,0.0,33017,2.72011399269104,1.00203516178293,132202.488904839,193387.338920421,709392.812881581,34065.2092553155,87079.3375944793,4713234.78987266,507968.862150579,121383.423710751,578399.766736107,319319.09644665,806114.056737981,1028502.87918493,35962.190263521,69892.5689386843,1056.0,1495.0,2059.0,,
New Hampshire,Sullivan County,0.8754687373538999,3.258096538021482,0.7025316455696202,0.0,33019,2.6520140171051,1.03980109903483,89809.3117526357,0.0,111118.719556001,14747.9402198049,7431.40187188896,1129279.89800851,240306.021238262,22613.7189281907,187640.890645658,1309472.41272551,288993.955787906,348187.539217826,17408.3162774823,23195.2185849906,913.0,1389.0,1459.0,,
New Hampshire,Unknown Or Undefined,,,,,,,,,,,,,,,,,,,,,,3303.0,3916.0,2717.0,,
New Jersey,Atlantic County,1.308332819650179,4.060443010546419,0.6521739130434783,0.0,34001,2.71192407608032,1.20441533254656,0.0,394904.096094635,755805.279728792,111616.862336138,2962209.81534742,35935597.073521,45391.2277259169,35243.9811320755,907518.451768044,14493527.3944278,3988970.24742502,1332362.79578001,6487715.81026904,206544.731130343,938.0,1486.0,1494.0,,
New Jersey,Bergen County,0.9162907318741552,4.605170185988092,0.57105719237435,0.0,34003,2.64770007133484,1.08127172939264,2.71603627131278,24635.5462554615,3713704.49350504,490319.004764622,3268631.16535933,46781924.9535763,490148.256649153,161475.147925707,2230010.00045349,8079039.68626399,6634004.99623648,8044171.9628221,14787.6632680947,649587.178531068,1338.0,2987.0,2075.0,,
New Jersey,Burlington County,0.5306282510621704,3.6635616461296463,0.5814606741573034,0.0,34005,2.8089439868927,0.960169895527308,0.0,205028.884556937,1464512.62269125,58800.3379291861,5128924.14807656,21713385.6073819,404703.081706093,30161.3033135463,1550886.52648719,11925108.3043364,9309115.69206253,3523775.20611315,3987997.77605761,643347.532266112,1090.0,2133.0,1605.0,,
New Jersey,Camden County,0.0,4.430816798843313,0.5708812260536399,0.0,34007,2.66536903381348,1.1943609361206,0.0,245403.297559155,1743836.77626968,112691.820663365,6953946.14323336,19681929.8750617,634719.029644847,28314.3528637465,249532.681106721,9798830.88580699,2785685.44881586,4601296.99497581,1581031.10605719,884984.097487276,980.0,1500.0,1588.0,,
New Jersey,Cape May County,1.1314021114911004,3.6635616461296463,0.5405405405405406,0.0,34009,2.8079309463501,0.989453306614128,0.0,201501.034422771,212471.105845634,18491.3886644468,2087709.97504424,19719285.2369908,85154.7071446887,7510.70453775189,261551.51460296,5089702.26547915,1749393.91775149,716336.72100549,1838610.05755875,174498.007110419,818.0,1071.0,1054.0,,
New Jersey,Cumberland County,0.6931471805599453,3.970291913552122,0.6213592233009708,0.0,34011,2.66268706321716,1.2887642942192,0.0,313063.768261164,601707.027511733,196078.785082509,1335249.56938535,17939743.1390189,228700.375678517,30918.9035744742,479050.385986189,4135947.35778383,2239814.67810377,1487762.1952985,1684349.12698107,204401.563576802,912.0,1159.0,845.0,,
New Jersey,Essex County,1.9459101490553132,4.290459441148391,0.5673267326732673,0.0,34013,2.52302002906799,1.34197840672579,0.0,11556.5596707521,2984926.68679013,51985.773894189,8877372.79026181,25364222.2408784,376819.820606054,202712.190499123,490662.877598569,2839779.88731032,7533272.80307827,9493944.81890147,4448.52700988141,496558.235581362,1461.0,2883.0,2161.0,,
New Jersey,Gloucester County,0.0,4.204692619390966,0.6440329218106996,0.0,34015,2.74950408935547,0.963386128417965,0.0,237964.081342751,984283.605561147,143695.731824602,1171139.48719957,11058358.9033886,167247.589710994,19238.8680773217,128096.695372844,2120150.86419948,5064519.65378661,2497162.00477656,906784.207638348,230468.943369319,992.0,1208.0,1215.0,,
New Jersey,Hudson County,0.0,4.430816798843313,0.5742574257425742,1.0,34017,2.55076694488525,1.28210166163877,0.0,15998.4314632131,2221202.429689,33793.1940524293,4597326.41276361,24821835.0488838,286922.880692817,239435.822886741,345493.664429467,1008636.57576615,5040410.57094095,6056274.50713609,2100.68478588778,332039.738772159,1248.0,2637.0,2092.0,,
